DP junc turn attend pos x y z roty obj
NaN NaN +0 1 +1 -02.35 0 +02.50 +045 v23
000 000 -1 0 +1 -02.35 0 +10.50 +045 f47
001 003 -1 1 +1 -09.50 0 +12.65 -045 v20
000 000 +1 1 +1 -11.65 0 +05.50 +225 v45
001 004 +1 0 -1 -17.50 0 +03.35 -135 f14
000 000 -1 1 -1 -19.65 0 +10.50 -045 v48
001 004 -1 0 +1 -25.50 0 +12.65 -045 f08
000 000 +1 0 -1 -26.35 0 +05.50 +135 f36
001 003 +1 1 -1 -33.50 0 +03.35 -135 v06
000 000 -1 0 -1 -35.65 0 +10.50 -045 f04
001 003 -1 1 -1 -41.50 0 +11.35 -135 v17
000 000 +1 0 +1 -43.65 0 +05.50 +225 f06
001 004 +1 0 +1 -49.50 0 +04.65 -045 f42
000 000 -1 1 +1 -50.35 0 +10.50 +045 v47
001 004 -1 1 +1 -57.50 0 +12.65 -045 v32
000 000 +1 0 +1 -59.65 0 +05.50 +225 f43
001 003 +1 0 -1 -65.50 0 +03.35 -135 f05
NaN NaN -1 1 -1 -67.65 0 +10.50 -045 v38
NaN NaN -1 0 +1 -74.00 0 +12.65 -045 f45
NaN NaN +0 1 -1 -74.35 0 +05.50 +135 v27
NaN NaN +0 0 -1 -74.35 0 -02.50 +135 f24
NaN NaN -1 0 +1 -75.65 0 -10.50 +225 f33
NaN NaN -1 1 -1 -68.50 0 -11.35 +045 v09
001 003 +1 0 +1 -66.35 0 -05.50 +045 f10
000 000 +1 1 +1 -60.50 0 -04.65 +135 v35
001 004 -1 0 -1 -58.35 0 -10.50 +135 f22
000 000 -1 1 +1 -52.50 0 -12.65 +135 v10
001 004 +1 1 +1 -50.35 0 -05.50 +045 v41
000 000 +1 1 -1 -44.50 0 -03.35 +045 v14
001 003 -1 0 +1 -43.65 0 -10.50 +225 f11
000 000 -1 0 +1 -36.50 0 -12.65 +135 f44
001 003 +1 1 +1 -34.35 0 -05.50 +045 v26
000 000 +1 1 -1 -28.50 0 -03.35 +045 v37
001 004 -1 1 -1 -26.35 0 -10.50 +135 v01
000 000 -1 0 -1 -20.50 0 -11.35 +045 f40
001 004 +1 1 -1 -19.65 0 -05.50 -045 v07
000 000 +1 0 -1 -12.50 0 -03.35 +045 f41
001 003 -1 0 -1 -10.35 0 -10.50 +135 f21
000 000 -1 1 -1 -04.50 0 -11.35 +045 v11
NaN NaN +0 0 +1 -02.35 0 -05.50 +045 f28
