DP junc turn attend pos x y z roty obj
NaN NaN +0 0 -1 -03.65 0 +02.50 -045 f37
000 000 -1 1 -1 -03.65 0 +10.50 -045 v17
001 003 -1 1 -1 -09.50 0 +11.35 -135 v48
000 000 +1 1 +1 -11.65 0 +05.50 +225 v02
001 004 +1 0 +1 -17.50 0 +04.65 -045 f35
000 000 -1 1 +1 -18.35 0 +10.50 +045 v31
001 004 -1 0 +1 -25.50 0 +12.65 -045 f11
000 000 +1 1 -1 -26.35 0 +05.50 +135 v38
001 003 +1 1 -1 -33.50 0 +03.35 -135 v15
000 000 -1 0 +1 -34.35 0 +10.50 +045 f28
001 003 -1 0 +1 -41.50 0 +12.65 -045 f14
000 000 +1 1 -1 -42.35 0 +05.50 +135 v25
001 004 +1 1 +1 -49.50 0 +04.65 -045 v09
000 000 -1 0 -1 -51.65 0 +10.50 -045 f02
001 004 -1 0 -1 -57.50 0 +11.35 -135 f09
000 000 +1 0 +1 -59.65 0 +05.50 +225 f17
001 003 +1 0 +1 -65.50 0 +04.65 -045 f01
NaN NaN -1 1 -1 -67.65 0 +10.50 -045 v41
NaN NaN -1 1 -1 -74.00 0 +11.35 -135 v19
NaN NaN +0 0 -1 -74.35 0 +05.50 +135 f44
NaN NaN +0 1 +1 -75.65 0 -02.50 +225 v43
NaN NaN -1 0 +1 -75.65 0 -10.50 +225 f06
NaN NaN -1 0 +1 -68.50 0 -12.65 +135 f40
001 003 +1 1 +1 -66.35 0 -05.50 +045 v32
000 000 +1 1 +1 -60.50 0 -04.65 +135 v27
001 004 -1 1 -1 -58.35 0 -10.50 +135 v36
000 000 -1 1 +1 -52.50 0 -12.65 +135 v21
001 004 +1 1 -1 -51.65 0 -05.50 -045 v29
000 000 +1 0 +1 -44.50 0 -04.65 +135 f32
001 003 -1 0 -1 -42.35 0 -10.50 +135 f10
000 000 -1 0 +1 -36.50 0 -12.65 +135 f19
001 003 +1 0 -1 -35.65 0 -05.50 -045 f34
000 000 +1 0 -1 -28.50 0 -03.35 +045 f25
001 004 -1 1 +1 -27.65 0 -10.50 +225 v03
000 000 -1 1 -1 -20.50 0 -11.35 +045 v34
001 004 +1 0 -1 -19.65 0 -05.50 -045 f07
000 000 +1 0 -1 -12.50 0 -03.35 +045 f12
001 003 -1 1 +1 -11.65 0 -10.50 +225 v08
000 000 -1 0 -1 -04.50 0 -11.35 +045 f33
NaN NaN +0 1 +1 -02.35 0 -05.50 +045 v20
