DP junc turn attend pos x y z roty obj
NaN NaN +0 1 -1 -03.65 0 +02.50 -045 v16
000 000 -1 0 -1 -03.65 0 +10.50 -045 f48
001 004 -1 1 -1 -09.50 0 +11.35 -135 v24
000 000 +1 1 -1 -10.35 0 +05.50 +135 v13
001 003 +1 0 -1 -17.50 0 +03.35 -135 f22
000 000 -1 0 +1 -18.35 0 +10.50 +045 f46
001 003 -1 1 -1 -25.50 0 +11.35 -135 v39
000 000 +1 0 +1 -27.65 0 +05.50 +225 f36
001 004 +1 1 -1 -33.50 0 +03.35 -135 v14
000 000 -1 1 +1 -34.35 0 +10.50 +045 v47
001 004 -1 0 +1 -41.50 0 +12.65 -045 f08
000 000 +1 0 +1 -43.65 0 +05.50 +225 f20
001 003 +1 1 +1 -49.50 0 +04.65 -045 v23
000 000 -1 0 +1 -50.35 0 +10.50 +045 f45
001 003 -1 0 -1 -57.50 0 +11.35 -135 f27
000 000 +1 0 -1 -58.35 0 +05.50 +135 f30
001 004 +1 0 +1 -65.50 0 +04.65 -045 f43
NaN NaN -1 1 +1 -66.35 0 +10.50 +045 v28
NaN NaN -1 0 +1 -74.00 0 +12.65 -045 f15
NaN NaN +0 0 +1 -75.65 0 +05.50 +225 f18
NaN NaN +0 0 -1 -74.35 0 -02.50 +135 f23
NaN NaN -1 1 -1 -74.35 0 -10.50 +135 v01
NaN NaN -1 0 -1 -68.50 0 -11.35 +045 f16
001 004 +1 1 +1 -66.35 0 -05.50 +045 v06
000 000 +1 1 -1 -60.50 0 -03.35 +045 v46
001 003 -1 1 +1 -59.65 0 -10.50 +225 v26
000 000 -1 1 -1 -52.50 0 -11.35 +045 v37
001 003 +1 0 +1 -50.35 0 -05.50 +045 f04
000 000 +1 1 +1 -44.50 0 -04.65 +135 v40
001 004 -1 1 +1 -43.65 0 -10.50 +225 v45
000 000 -1 1 -1 -36.50 0 -11.35 +045 v42
001 004 +1 0 -1 -35.65 0 -05.50 -045 f21
000 000 +1 0 -1 -28.50 0 -03.35 +045 f42
001 003 -1 0 +1 -27.65 0 -10.50 +225 f24
000 000 -1 0 -1 -20.50 0 -11.35 +045 f47
001 003 +1 1 -1 -19.65 0 -05.50 -045 v35
000 000 +1 1 +1 -12.50 0 -04.65 +135 v07
001 004 -1 0 -1 -10.35 0 -10.50 +135 f38
000 000 -1 1 +1 -04.50 0 -12.65 +135 v12
NaN NaN +0 1 +1 -02.35 0 -05.50 +045 v30
